date,BIG HiBM,BIG LoBM,ME1 BM2,BIG HiBM_share,BIG LoBM_share,ME1 BM2_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2013-09-05,0.0048,-0.0001,0.0055000000000000005,0.16530968,0.695469,0.13922134,-0.53144467,-0.24432531,-0.57761365,-0.37911204,-0.024737379,-0.09957689,1.2955741,1.6620784,1.6063095,-0.53144467,0.0005923611581325531,1.073692098794634
2013-09-06,-0.0012,0.0013,-0.0008,0.15981662,0.72947973,0.11070358,-0.70222175,-0.292047,-0.39956677,-0.13085648,0.13296902,-0.09402341,1.9266554,2.1235244,2.109952,-0.70222175,0.010998016431182625,1.0855005821392083
2013-09-09,0.0109,0.0103,0.0158,0.15538476,0.7355907,0.10902458,-0.81873834,-0.22833052,-0.41185558,-0.099406384,0.15807988,-0.01843404,2.154036,2.3614614,2.3217032,-0.81873834,0.006205020346492529,1.0922361353375116
2013-09-10,0.0132,0.0043,0.0091,0.13351627,0.7584934,0.107990295,-0.8515571,-0.13552654,-0.3794098,-0.12749466,0.23458168,0.15609558,2.320687,2.01864,2.2369108,-0.8515571,0.0009598628409206867,1.0932845322173328
2013-09-11,0.0,0.0013,-0.0002,0.12682375,0.7639291,0.10924718,-0.7197267,-0.13987443,-0.46556982,-0.2924598,0.1853987,0.21931374,2.1188195,1.7321693,1.923049,-0.7197267,-0.002495079638063908,1.090556700242387
2013-09-12,-0.0095,-0.0004,-0.009000000000000001,0.12719588,0.7660288,0.10677528,-0.81818956,-0.15272647,-0.32258126,-0.101467915,0.30516407,0.17968798,2.5603836,2.1374223,2.4046369,-0.81818956,0.0019056937769055366,1.0926349673594016
2013-09-13,0.0025,0.001,0.0077,0.12724446,0.76624316,0.10651237,-0.81905264,-0.1512635,-0.3762189,-0.10849465,0.29444218,0.18200277,2.652555,2.1731215,2.4154363,-0.81905264,0.0025435314334928986,1.0954141187442137
2013-09-16,0.0078000000000000005,0.0029,-0.0063,0.12568608,0.7684207,0.10589321,-0.8952631,-0.14602071,-0.3033486,0.040046096,0.37843835,0.15628397,2.964726,2.4398115,2.7572107,-0.8952631,0.006549486517906189,1.1025885187464528
2013-09-17,0.005699999999999999,0.0058,0.013000000000000001,0.12686338,0.767557,0.10557959,-0.9568764,-0.13462433,-0.22441903,0.1351004,0.41229418,0.14685613,3.0623329,2.6670024,2.941893,-0.9568764,0.012616039440035821,1.1164988189850888
2013-09-18,0.0046,0.0147,0.0070999999999999995,0.12104519,0.7729318,0.10602302,-0.87336385,-0.09858759,-0.2415412,-0.04371254,0.3811589,0.2723058,2.8309286,2.3742483,2.5967557,-0.87336385,-2.8254958242177553e-05,1.116467272357581
2013-09-19,-0.008199999999999999,0.0014000000000000002,-0.0011,0.11613181,0.77706873,0.10679941,-0.63537365,-0.09820421,-0.16910586,-0.38143632,0.37449408,0.2958339,2.5614464,2.075098,2.3200257,-0.63537365,-0.005068449268490077,1.1108085146277071
2013-09-20,-0.0045000000000000005,-0.006,0.0011,0.11736997,0.77674943,0.105880655,-0.6347695,-0.17798805,-0.20543405,-0.2291747,0.44462425,0.26652822,3.1520407,2.339699,2.6601605,-0.6347695,-0.002583234003931284,1.1079390363008645
2013-09-23,-0.015600000000000001,-0.0009,-0.0005,0.117994145,0.77666736,0.1053385,-0.921582,-0.26038742,-0.18036926,0.521639,0.76521784,0.037775807,4.7885575,3.7348278,4.1760435,-0.921582,-0.0005675990402698517,1.1073101711671827
2013-09-24,-0.0049,-0.0008,0.006,0.12233955,0.772674,0.10498639,-0.9060749,-0.2087304,-0.2610877,0.4043763,0.66937906,0.084130496,4.4784937,3.519487,3.8812804,-0.9060749,-0.0033478424467146394,1.1036030711744704
2013-09-25,0.0072,-0.0052,-0.002,0.11746396,0.7771565,0.105379626,-0.8730217,-0.25663716,-0.07124367,0.4064678,0.7676712,0.11501653,4.7386456,3.700919,4.16758,-0.8730217,0.007272033893316984,1.1116285101128198
2013-09-26,-0.0006,0.0085,0.006999999999999999,0.11625483,0.77823997,0.10550516,-1.0024315,-0.10627041,0.003638558,0.47811964,0.8182581,0.16878645,4.7184854,3.821305,4.2628508,-1.0024315,-0.003467610871046782,1.107773815006587
2013-09-27,-0.0039000000000000003,-0.0039000000000000003,0.0002,0.11763939,0.7769878,0.10537286,-1.190765,-0.2380149,0.030316226,0.82212466,0.77247304,-0.13499539,4.7141514,4.1358438,4.732481,-1.190765,-0.006100323098897934,1.101016036814548
2013-09-30,-0.0075,-0.006999999999999999,0.0021,0.11990866,0.7750375,0.10505375,-1.3491172,-0.33442384,0.047542334,1.0781063,0.7314255,-0.33260238,4.6584277,4.4912133,5.1016517,-1.3491172,0.009284200327098369,1.1112380902636823
2013-10-01,0.008,0.009399999999999999,0.009899999999999999,0.12203999,0.7729564,0.10500355,-1.2299608,-0.2130439,-0.019377649,0.7578187,0.6767375,-0.08047946,4.383159,4.1808543,4.5612435,-1.2299608,-0.002422046580910682,1.1085466198465814
2013-10-02,0.0017000000000000001,-0.0026,-0.0059,0.121835224,0.77326876,0.104896046,-1.2483487,-0.34091496,-0.04034445,0.8841053,0.63924336,-0.31428337,4.325909,4.3616304,4.8011346,-1.2483487,-0.01007834982648492,1.0973742992128002
2013-10-03,-0.006500000000000001,-0.0103,-0.0126,0.12432743,0.7710871,0.10458548,-1.3224515,-0.4285622,-0.01934443,1.0355418,0.59514076,-0.49481046,4.237492,4.484432,4.9963694,-1.3224515,0.008349741281569005,1.10653709070027
2013-10-04,0.0115,0.0077,0.009399999999999999,0.13019706,0.76557964,0.104223266,-1.3232955,-0.2875698,-0.09153928,0.77460074,0.48507443,-0.22899584,3.7749443,4.034694,4.401065,-1.3232955,-0.008073084530979395,1.0976039232303827
